"","link","section","word","linenumber"
"146","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","wuhan",324
"147","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","coronavirus",326
"148","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","desolazione",328
"149","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","codogno",330
"150","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","saracinesche",331
"151","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","abbassate",332
"152","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","scuole",334
"153","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","chiuse",335
"154","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","adref",338
"155","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","https",339
"156","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","cronaca",341
"157","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","news",345
"158","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","responsive",348
"159","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","true",349
"160","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","true",351
"161","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","true",353
"162","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","kwdebug",354
"163","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","true",355
"164","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","mode",356
"165","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","embed",357
"166","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","el",358
"167","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","testviewability",360
"168","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","true",361
"169","https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_i_19_sbarcati_dalla_diamond_princess_in_giappone-249225700/","cronaca","height",364
